feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,result
0.40723982,0.009049774,0.24434389,0.6334842,1.0,0.93303573,0.0,0.0,0.984,-0.14005661
0.40723982,0.11764706,0.280543,0.61538464,1.0,0.93303573,1.0,0.0,0.984,-0.3995943
0.40723982,0.004524887,0.239819,0.6244344,1.0,0.93303573,0.0,0.0,0.98375,-0.14005661
0.40723982,0.122171946,0.2850679,0.61538464,1.0,0.93303573,1.0,0.0,0.98375,-0.3995943
0.40723982,0.018099548,0.23529412,0.61538464,1.0,0.9285714,0.0,0.0,0.9835,-0.14005661
0.40723982,0.12669684,0.28959277,0.61538464,1.0,0.9285714,1.0,0.0,0.9835,-0.3995943
0.40723982,0.013574661,0.23076923,0.60633487,1.0,0.9285714,0.0,0.0,0.98325,-0.14005661
0.40723982,0.13122173,0.29411766,0.61538464,1.0,0.9285714,1.0,0.0,0.98325,-0.3995943
0.40723982,0.009049774,0.22624435,0.5972851,1.0,0.9285714,0.0,0.0,0.983,-0.14005661
0.40723982,0.13574661,0.29864255,0.61538464,1.0,0.9285714,1.0,0.0,0.983,-0.3995943
0.40723982,0.004524887,0.22171946,0.5882353,1.0,0.9285714,0.0,0.0,0.98275,-0.14005661
0.40723982,0.1402715,0.30316743,0.61538464,1.0,0.9285714,1.0,0.0,0.98275,-0.3995943
0.40723982,0.018099548,0.21719457,0.57918555,1.0,0.92410713,0.0,0.0,0.9825,-0.14005661
0.40723982,0.14479639,0.30769232,0.61538464,1.0,0.92410713,1.0,0.0,0.9825,-0.3995943
0.40723982,0.013574661,0.21266969,0.5701358,1.0,0.92410713,0.0,0.0,0.98225,-0.14005661
0.40723982,0.14932127,0.3122172,0.61538464,1.0,0.92410713,1.0,0.0,0.98225,-0.3995943
0.40723982,0.009049774,0.2081448,0.561086,1.0,0.92410713,0.0,0.0,0.982,-0.14005661
0.40723982,0.15384616,0.3167421,0.61538464,1.0,0.92410713,1.0,0.0,0.982,-0.3995943
0.40723982,0.004524887,0.20361991,0.5520362,1.0,0.92410713,0.0,0.0,0.98175,-0.14005661
0.40723982,0.15837105,0.32126698,0.61538464,1.0,0.92410713,1.0,0.0,0.98175,-0.3995943
0.40723982,0.018099548,0.19909503,0.54298645,1.0,0.91964287,0.0,0.0,0.9815,-0.14005661
0.38914028,0.16289593,0.32579187,0.61538464,1.0,0.91964287,1.0,0.0,0.9815,-0.3995943
0.40723982,0.013574661,0.19457014,0.5339367,1.0,0.91964287,0.0,0.0,0.98125,-0.14005661
0.38914028,0.16742082,0.33031675,0.61538464,1.0,0.91964287,1.0,0.0,0.98125,-0.3995943
0.40723982,0.009049774,0.19004525,0.5248869,1.0,0.91964287,0.0,0.0,0.981,-0.14005661
0.38914028,0.1719457,0.33484164,0.61538464,1.0,0.91964287,1.0,0.0,0.981,-0.3995943
0.40723982,0.004524887,0.18552037,0.51583713,1.0,0.91964287,0.0,0.0,0.98075,-0.14005661
0.38914028,0.1764706,0.33936653,0.61538464,1.0,0.91964287,1.0,0.0,0.98075,-0.3995943
0.40723982,0.018099548,0.43438914,0.50678736,1.0,0.9151786,0.0,0.0,0.9805,-0.14005661
0.40723982,0.018099548,0.18099548,0.50678736,1.0,0.9151786,0.0,0.0,0.9805,-0.14005661
0.38914028,0.18099548,0.3438914,0.61538464,1.0,0.9151786,1.0,0.0,0.9805,-0.3995943
0.40723982,0.013574661,0.1764706,0.49773756,1.0,0.9151786,0.0,0.0,0.98025,-0.14005661
0.40723982,0.022624435,0.3484163,0.50678736,1.0,0.9151786,1.0,0.0,0.98025,-0.3995943
0.40723982,0.009049774,0.1719457,0.48868778,1.0,0.9151786,0.0,0.0,0.98,-0.14005661
0.40723982,0.027149322,0.3529412,0.50678736,1.0,0.9151786,1.0,0.0,0.98,-0.3995943
0.40723982,0.004524887,0.16742082,0.479638,1.0,0.9151786,0.0,0.0,0.97975,-0.14005661
0.40723982,0.03167421,0.35746607,0.50678736,1.0,0.9151786,1.0,0.0,0.97975,-0.3995943
0.40723982,0.018099548,0.16289593,0.47058824,1.0,0.91071427,0.0,0.0,0.9795,-0.14005661
0.40723982,0.036199097,0.36199096,0.50678736,1.0,0.91071427,1.0,0.0,0.9795,-0.3995943
0.40723982,0.013574661,0.15837105,0.46153846,1.0,0.91071427,0.0,0.0,0.97925,-0.14005661
0.40723982,0.040723983,0.36651585,0.50678736,1.0,0.91071427,1.0,0.0,0.97925,-0.3995943
0.40723982,0.009049774,0.15384616,0.4524887,1.0,0.91071427,0.0,0.0,0.979,-0.14005661
0.40723982,0.04524887,0.37104073,0.50678736,1.0,0.91071427,1.0,0.0,0.979,-0.3995943
0.40723982,0.004524887,0.14932127,0.44343892,1.0,0.91071427,0.0,0.0,0.97875,-0.14005661
0.40723982,0.049773756,0.37556562,0.50678736,1.0,0.91071427,1.0,0.0,0.97875,-0.3995943
0.40723982,0.018099548,0.14479639,0.43438914,1.0,0.90625,0.0,0.0,0.9785,-0.14005661
0.38914028,0.054298643,0.3800905,0.50678736,1.0,0.90625,1.0,0.0,0.9785,-0.3995943
0.40723982,0.013574661,0.1402715,0.42533937,1.0,0.90625,0.0,0.0,0.97825,-0.14005661
0.38914028,0.05882353,0.3846154,0.50678736,1.0,0.90625,1.0,0.0,0.97825,-0.3995943
0.40723982,0.009049774,0.13574661,0.4162896,1.0,0.90625,0.0,0.0,0.978,-0.14005661
0.38914028,0.06334842,0.38914028,0.50678736,1.0,0.90625,1.0,0.0,0.978,-0.3995943
0.40723982,0.004524887,0.13122173,0.40723982,1.0,0.90625,0.0,0.0,0.97775,-0.14005661
0.38914028,0.06787331,0.39366516,0.50678736,1.0,0.90625,1.0,0.0,0.97775,-0.3995943
0.40723982,0.018099548,0.27149323,0.39819005,1.0,0.90178573,0.0,0.0,0.9775,-0.14005661
0.280543,0.018099548,0.12669684,0.50678736,1.0,0.90178573,0.0,0.0,0.9775,-0.14005661
0.38914028,0.07239819,0.39819005,0.50678736,1.0,0.90178573,1.0,0.0,0.9775,-0.3995943
0.2760181,0.013574661,0.122171946,0.49773756,1.0,0.90178573,0.0,0.0,0.97725,-0.14005661
0.40723982,0.022624435,0.2760181,0.39819005,1.0,0.90178573,1.0,0.0,0.97725,-0.3995943
0.27149323,0.009049774,0.11764706,0.48868778,1.0,0.90178573,0.0,0.0,0.977,-0.14005661
0.40723982,0.027149322,0.280543,0.39819005,1.0,0.90178573,1.0,0.0,0.977,-0.3995943
0.26696834,0.004524887,0.11312217,0.479638,1.0,0.90178573,0.0,0.0,0.97675,-0.14005661
0.40723982,0.03167421,0.2850679,0.39819005,1.0,0.90178573,1.0,0.0,0.97675,-0.3995943
0.26244345,0.018099548,0.108597286,0.47058824,1.0,0.8973214,0.0,0.0,0.9765,-0.14005661
0.40723982,0.036199097,0.28959277,0.39819005,1.0,0.8973214,1.0,0.0,0.9765,-0.3995943
0.25791857,0.013574661,0.1040724,0.46153846,1.0,0.8973214,0.0,0.0,0.97625,-0.14005661
0.40723982,0.040723983,0.29411766,0.39819005,1.0,0.8973214,1.0,0.0,0.97625,-0.3995943
0.25339368,0.009049774,0.09954751,0.4524887,1.0,0.8973214,0.0,0.0,0.976,-0.14005661
0.40723982,0.04524887,0.29864255,0.39819005,1.0,0.8973214,1.0,0.0,0.976,-0.3995943
0.24886878,0.004524887,0.095022626,0.44343892,1.0,0.8973214,0.0,0.0,0.97575,-0.14005661
0.40723982,0.049773756,0.30316743,0.39819005,1.0,0.8973214,1.0,0.0,0.97575,-0.3995943
0.24434389,0.018099548,0.09049774,0.43438914,1.0,0.89285713,0.0,0.0,0.9755,-0.14005661
0.40723982,0.054298643,0.30769232,0.39819005,1.0,0.89285713,1.0,0.0,0.9755,-0.3995943
0.239819,0.013574661,0.08597285,0.42533937,1.0,0.89285713,0.0,0.0,0.97525,-0.14005661
0.40723982,0.05882353,0.3122172,0.39819005,1.0,0.89285713,1.0,0.0,0.97525,-0.3995943
0.23529412,0.009049774,0.08144797,0.4162896,1.0,0.89285713,0.0,0.0,0.975,-0.14005661
0.40723982,0.06334842,0.3167421,0.39819005,1.0,0.89285713,1.0,0.0,0.975,-0.3995943
0.23076923,0.004524887,0.07692308,0.40723982,1.0,0.89285713,0.0,0.0,0.97475,-0.14005661
0.40723982,0.06787331,0.32126698,0.39819005,1.0,0.89285713,1.0,0.0,0.97475,-0.3995943
0.22624435,0.018099548,0.07239819,0.39819005,1.0,0.88839287,0.0,0.0,0.9745,-0.14005661
0.40723982,0.07239819,0.32579187,0.39819005,1.0,0.88839287,1.0,0.0,0.9745,-0.3995943
0.22171946,0.013574661,0.06787331,0.38914028,1.0,0.88839287,0.0,0.0,0.97425,-0.14005661
0.40723982,0.07692308,0.33031675,0.39819005,1.0,0.88839287,1.0,0.0,0.97425,-0.3995943
0.21719457,0.009049774,0.06334842,0.3800905,1.0,0.88839287,0.0,0.0,0.974,-0.14005661
0.40723982,0.08144797,0.33484164,0.39819005,1.0,0.88839287,1.0,0.0,0.974,-0.3995943
0.21266969,0.004524887,0.05882353,0.37104073,1.0,0.88839287,0.0,0.0,0.97375,-0.14005661
0.40723982,0.08597285,0.33936653,0.39819005,1.0,0.88839287,1.0,0.0,0.97375,-0.3995943
0.2081448,0.018099548,0.054298643,0.36199096,1.0,0.8839286,0.0,0.0,0.9735,-0.14005661
0.40723982,0.09049774,0.3438914,0.39819005,1.0,0.8839286,1.0,0.0,0.9735,-0.3995943
0.40723982,0.013574661,0.049773756,0.3529412,1.0,0.8839286,0.0,0.0,0.97325,-0.14005661
0.40723982,0.095022626,0.3484163,0.40723982,1.0,0.8839286,1.0,0.0,0.97325,-0.3995943
0.40723982,0.009049774,0.04524887,0.3438914,1.0,0.8839286,0.0,0.0,0.973,-0.14005661
0.40723982,0.09954751,0.3529412,0.4162896,1.0,0.8839286,1.0,0.0,0.973,-0.3995943
0.40723982,0.004524887,0.040723983,0.33484164,1.0,0.8839286,0.0,0.0,0.97275,-0.14005661
0.40723982,0.1040724,0.35746607,0.42533937,1.0,0.8839286,1.0,0.0,0.97275,-0.3995943
0.40723982,0.018099548,0.036199097,0.32579187,1.0,0.87946427,0.0,0.0,0.9725,-0.14005661
0.40723982,0.108597286,0.36199096,0.43438914,1.0,0.87946427,1.0,0.0,0.9725,-0.3995943
0.40723982,0.013574661,0.03167421,0.3167421,1.0,0.87946427,0.0,0.0,0.97225,-0.14005661
0.40723982,0.11312217,0.36651585,0.43438914,1.0,0.87946427,1.0,0.0,0.97225,-0.3995943
0.40723982,0.009049774,0.027149322,0.30769232,1.0,0.87946427,0.0,0.0,0.972,-0.14005661
0.40723982,0.11764706,0.37104073,0.43438914,1.0,0.87946427,1.0,0.0,0.972,-0.3995943
0.40723982,0.004524887,0.022624435,0.29864255,1.0,0.87946427,0.0,0.0,0.97175,-0.14005661
0.40723982,0.122171946,0.37556562,0.43438914,1.0,0.87946427,1.0,0.0,0.97175,-0.3995943
0.40723982,0.036199097,0.018099548,0.28959277,1.0,0.875,0.0,0.0,0.9715,-0.14005661
0.40723982,0.12669684,0.3800905,0.43438914,1.0,0.875,1.0,0.0,0.9715,-0.3995943
0.40723982,0.03167421,0.013574661,0.280543,1.0,0.875,0.0,0.0,0.97125,-0.14005661
0.40723982,0.13122173,0.3846154,0.43438914,1.0,0.875,1.0,0.0,0.97125,-0.3995943
0.40723982,0.027149322,0.009049774,0.27149323,1.0,0.875,0.0,0.0,0.971,-0.14005661
0.40723982,0.13574661,0.38914028,0.43438914,1.0,0.875,1.0,0.0,0.971,-0.3995943
0.40723982,0.022624435,0.004524887,0.26244345,1.0,0.875,0.0,0.0,0.97075,-0.14005661
0.40723982,0.1402715,0.39366516,0.43438914,1.0,0.875,1.0,0.0,0.97075,-0.3995943
0.40723982,0.018099548,0.5248869,1.0,0.26244345,0.87053573,0.0,0.995,0.9705,0.07819986
0.40723982,0.14479639,0.5248869,1.0,0.44343892,0.87053573,1.0,0.995,0.9705,-1.0654306
0.40723982,0.013574661,0.520362,1.0,0.26244345,0.87053573,0.0,0.99,0.97025,0.07820034
0.40723982,0.14932127,0.5294118,1.0,0.4524887,0.87053573,1.0,0.99,0.97025,-1.0654306
0.40723982,0.009049774,0.51583713,1.0,0.25791857,0.87053573,0.0,0.985,0.97,0.07820034
0.40723982,0.15384616,0.5339367,1.0,0.45701358,0.87053573,1.0,0.985,0.97,-1.0654306
0.40723982,0.004524887,0.51131225,1.0,0.25791857,0.87053573,0.0,0.98,0.96975,0.07820034
0.40723982,0.15837105,0.53846157,1.0,0.46606335,0.87053573,1.0,0.98,0.96975,-1.0654306
0.40723982,0.018099548,0.50678736,1.0,0.25339368,0.8660714,0.0,0.975,0.9695,0.07820034
0.40723982,0.16289593,0.54298645,1.0,0.47058824,0.8660714,1.0,0.975,0.9695,-1.0654306
0.40723982,0.013574661,0.5022625,1.0,0.25339368,0.8660714,0.0,0.97,0.96925,0.07820034
0.40723982,0.16742082,0.54751134,1.0,0.479638,0.8660714,1.0,0.97,0.96925,-1.0654306
0.40723982,0.009049774,0.49773756,1.0,0.24886878,0.8660714,0.0,0.965,0.969,0.07820034
0.40723982,0.1719457,0.5520362,1.0,0.4841629,0.8660714,1.0,0.965,0.969,-1.0654306
0.40723982,0.004524887,0.49321267,1.0,0.24886878,0.8660714,0.0,0.96,0.96875,0.07820034
0.40723982,0.1764706,0.5565611,1.0,0.49321267,0.8660714,1.0,0.96,0.96875,-1.0654306
0.40723982,0.018099548,0.48868778,1.0,0.24434389,0.86160713,0.0,0.955,0.9685,0.07820034
0.40723982,0.18099548,0.561086,1.0,0.49773756,0.86160713,1.0,0.955,0.9685,-1.0654306
0.40723982,0.013574661,0.4841629,1.0,0.24434389,0.86160713,0.0,0.95,0.96825,0.07820034
0.40723982,0.18552037,0.5656109,1.0,0.50678736,0.86160713,1.0,0.95,0.96825,-1.0654306
0.40723982,0.009049774,0.479638,1.0,0.239819,0.86160713,0.0,0.945,0.968,0.07820034
0.40723982,0.19004525,0.5701358,1.0,0.51131225,0.86160713,1.0,0.945,0.968,-1.0654306
0.40723982,0.004524887,0.47511312,1.0,0.239819,0.86160713,0.0,0.94,0.96775,0.07820034
0.40723982,0.19457014,0.57466066,1.0,0.520362,0.86160713,1.0,0.94,0.96775,-1.0654306
0.40723982,0.018099548,0.47058824,1.0,0.23529412,0.85714287,0.0,0.935,0.9675,0.07820034
